"title","year","duration_mins","imdb_rating","metascore","pg_rating","user_reviews_clean","critic_reviews_clean","budget_clean","gross_world_clean","gross_us_clean","opening_weekend_clean","sentiment_score","Genre_Adventure","Genre_Family","Genre_Fantasy","Genre_Comedy","Genre_Biography","Genre_Drama","Genre_History","Genre_Animation","Genre_Action","Genre_SciFi","Genre_Music","Genre_Musical","Genre_Romance","Genre_Horror","Genre_Thriller","Genre_Crime","Genre_Documentary","Genre_News","Genre_TalkShow","Genre_Mystery","Genre_Short","Genre_GameShow","Genre_RealityTV","Genre_Western","Genre_Sport","Genre_War","Genre_FilmNoir","Genre_Adult"
"I'm with Lucy",2002,90,5.9,NA,"R",35,6,1.5e+07,719309,NA,NA,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oceans",2008,104,7.7,75,"G",49,115,8e+07,83090556,19422319,6058958,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Πλανήτης Γη",2007,90,7.9,72,"G",80,117,3e+07,108976456,32011576,8825760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Βαθιά άγρια θάλασσα",1999,105,5.9,54,"NA",776,107,6e+07,164648231,73648142,19107643,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Get on Up",2014,139,6.9,71,"PG-13",158,172,3e+07,33448971,30703100,13585915,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Εμπόδια",2016,139,7.2,79,"PG-13",472,329,2.4e+07,64414761,57682904,129462,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο πατέρας",2020,97,8.2,88,"PG-13",1100,328,6e+06,24048935,2122771,NA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Being Charlie",2015,97,6.2,47,"R",25,26,3e+06,32964,30400,11872,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Bieber's Believe",2013,92,1.6,39,"PG",51,19,5e+06,10980157,6206566,2007567,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Taylor Swift: The Eras Tour",2023,169,8,82,"PG-13",166,41,1.5e+07,261656269,180756269,93224755,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Taylor Swift: The Official Release Party of a Showgirl",2025,89,6.8,47,"NA",16,9,1.5e+07,50062774,34062774,34062774,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red One",2024,123,6.2,34,"NA",718,168,2.5e+08,186000759,97000759,32106112,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η πέτρα του σκανδάλου",2005,103,6.3,56,"PG-13",667,129,1.8e+07,92884429,60062868,12521027,14,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μια υπέροχη ζωή",1946,130,8.6,89,"NA",1300,170,3180000,11496265,1483643,44000,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Song Sung Blue",2025,132,7.4,61,"PG-13",226,122,3e+07,52994039,37855730,7073630,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η αγριόγατα",1982,118,6.2,61,"R",162,159,1.8e+07,7e+06,7e+06,1617636,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thunderbolts*",2025,127,7.1,68,"NA",1500,256,1.8e+08,382436917,190274328,74300608,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Όκτζα",2017,120,7.3,75,"TV-MA",433,304,5e+07,2049823,NA,NA,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A Complete Unknown",2024,141,7.3,70,"NA",571,73,7e+07,140508652,75001720,11655553,9,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emilia Pérez",2024,132,5.3,70,"R",552,251,2.5e+07,16317120,NA,NA,-9,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nickel Boys",2024,140,6.9,91,"PG-13",119,134,2e+07,3016380,2858346,54794,-4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο άνθρωπος από το Βορρά",2022,137,7,82,"NA",2400,385,9e+07,75860165,34233110,12290800,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tangerine",2015,88,7.1,86,"NA",124,184,1e+05,851323,702354,60683,-2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Florida Project",2017,111,7.6,92,"NA",642,374,2e+06,10876639,5904366,157553,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Take Out",2004,87,7.1,80,"Not Rated",15,44,3000,69816,69816,10505,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eddington",2025,148,6.6,65,"R",368,210,2.5e+07,13741720,10223277,4404742,-5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Η παράσταση του Σινγκ Σινγκ",2023,107,7.6,83,"R",128,136,2e+06,5341439,3110476,137119,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28 χρόνια μετά",2025,115,6.6,77,"NA",2200,291,6e+07,151329249,70446897,30002966,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Βλέπω το θάνατο σου 6: Δεσμοί αίματος",2025,110,6.7,73,"NA",927,240,5e+07,315954739,138254739,51600106,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Monkey",2025,98,5.9,62,"NA",591,248,1e+07,68871071,39724909,14014649,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Νοβοκαΐνη",2025,110,6.5,58,"NA",393,187,1.8e+07,34536061,19861854,8809436,-2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Θα φτύσω στον τάφο σας",2010,108,6.2,27,"NA",361,231,2e+06,1278650,93051,32440,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Είσαι ο επόμενος",2011,95,6.6,66,"R",532,428,1e+06,26895481,18494006,7020196,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Mandy",2018,121,6.5,83,"NA",1100,327,6e+06,1765071,1233694,225723,-9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strange Darling",2023,97,7,80,"NA",402,183,4e+06,4853595,3083595,1142928,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η δεύτερη μάνα",2015,112,7.8,82,"NA",51,136,4e+06,3003560,376986,24086,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Φυλακές Carandiru: η µέρα της σφαγής",2003,145,7.6,71,"R",52,55,1.2e+07,10781635,216335,17945,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Οι επίλεκτοι",2007,115,8,33,"R",156,87,4e+06,14759148,8744,3604,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Τα γεράκια της νύχτας",2019,131,7.3,82,"Not Rated",153,177,7700000,3554178,58115,14691,-2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μια γαστρονομική ιστορία",2007,113,7.8,NA,"NA",21,19,8e+05,705327,NA,NA,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Άμνετ",2025,125,8.1,84,"PG-13",297,199,3e+07,43959030,19075030,932278,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το ατίθασο ρομπότ",2024,102,8.2,85,"NA",1000,225,7.8e+07,334537187,143901945,35790150,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η γειτονιά του δάσους: Οι περιπέτειες του Τοτόρο",1988,86,8.1,87,"G",655,154,3700000,31035150,2250213,539245,16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Θύελλα παθών",1945,86,7.2,NA,"NA",80,29,774000,9635,NA,NA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"The Simpsons: Η ταινία",2007,87,7.3,80,"NA",929,305,7.5e+07,536414293,183135014,74036787,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η νύχτα μάς ανήκει",2007,117,6.8,59,"R",241,215,2.1e+07,55033767,28563179,10826287,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Master and Commander: Στα πέρατα του κόσμου",2003,138,7.5,81,"PG-13",854,237,1.5e+08,211623421,93927920,25105990,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το τελευταίο τρένο για τη Γιούμα",2007,122,7.6,76,"NA",761,240,5.5e+07,70016220,53606916,14035033,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Αψηφώντας τον θάνατο",2007,97,5.8,48,"PG",39,53,2e+07,8396245,5665,3561,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Διπλή παγίδα",1999,113,6.3,54,"NA",327,97,6.6e+07,212404396,87704396,20145595,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Λολίτα",1997,137,6.8,46,"R",301,51,6.2e+07,1071255,1071255,19492,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Οι συμμορίες της Νέας Υόρκης",2002,167,7.5,72,"NA",1300,146,1e+08,193772504,77812000,9100000,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Η πλεκτάνη",2008,128,7,57,"R",357,243,7e+07,115900897,39394666,12884416,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο τελευταίος σαμουράι",2003,154,7.8,55,"R",1100,129,1.4e+08,454627263,111127263,24271354,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η παραλία",2000,119,6.6,43,"R",687,92,5e+07,144056873,39785027,15277921,14,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J. Edgar",2011,137,6.5,59,"R",320,408,3.5e+07,84920539,37306030,11217324,13,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το ακρωτήρι του φόβου",1991,128,7.3,73,"NA",478,125,3.5e+07,182291969,79091969,10261025,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ο δρόμος της επανάστασης",2008,119,7.3,69,"R",593,214,3.5e+07,75981180,22911480,189911,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Οι δολοφόνοι του ανθισμένου φεγγαριού",2023,206,7.5,89,"NA",1400,386,2e+08,158772599,68035488,23253655,-2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Τα καλύτερά μας χρόνια",1973,118,7,61,"PG",156,40,5e+06,45001190,4.5e+07,NA,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ξυπόλητοι στο πάρκο",1967,106,7,55,"G",141,30,2e+06,361,NA,NA,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ηλεκτρικός καβαλάρης",1979,121,6.5,64,"PG",54,34,12500000,61801971,61801971,NA,-2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Τρείς και μοναδικοί",1986,116,6,57,"PG",61,23,4e+07,93151591,49851591,8043360,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Great Waldo Pepper",1975,107,6.8,60,"PG",48,31,5e+06,20642922,20642922,NA,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο γητευτής των αλόγων",1998,169,6.7,65,"PG-13",307,76,6e+07,186883563,75383563,13685488,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Μπρουμπέικερ, το πιο σκληρό αγκάθι στη ζούγκλα με τα σίδερα",1980,131,7.1,54,"R",74,38,7e+06,37121708,37121708,2748079,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Αβάνα",1990,144,6.1,NA,"R",54,20,4e+07,9645440,9243140,2175360,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ο καλύτερος",1984,138,7.4,61,"PG",255,74,2.8e+07,47951979,47951979,5088381,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Οι τρεις ημέρες του κόνδορα",1975,117,7.4,63,"R",278,145,2e+07,27478380,27476252,NA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Τι βασανίζει τον Γκίλμπερτ Γκρέιπ",1993,118,7.7,73,"PG-13",455,95,1.1e+07,10032845,10032765,74421,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο άνθρωπος με τη σιδερένια μάσκα",1998,132,6.5,49,"NA",317,93,3.5e+07,182968902,56968902,17271450,25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το τέλος της αθωότητας",1995,102,7.3,46,"R",217,44,2e+06,2402438,2381087,765335,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Moulin Rouge",2001,127,7.5,66,"NA",2400,125,5e+07,184935252,57386607,167540,6,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ρωμαίος και Ιουλιέτα",1968,138,7.6,69,"NA",254,46,850000,6292,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Καταραμένη σχέση",1995,111,6.4,42,"R",88,22,8e+06,340139,340139,131269,18,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Διασημότητες",1998,113,6.3,42,"R",181,74,1.2e+07,5078660,5078660,1588013,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Σταγόνες αγάπης",1996,98,6.7,67,"PG-13",88,47,2.3e+07,12803305,12803305,57739,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Γλυκιά Ήβη",1992,93,5.4,51,"R",76,35,3e+06,1829804,1829804,119840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Γρήγορη και θανάσιμη",1995,108,6.5,49,"NA",350,81,3.2e+07,18636537,18636537,6515861,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Βαβέλ",2006,143,7.5,69,"R",1000,259,2.5e+07,135330835,34302837,389351,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21 γραμμάρια",2003,124,7.6,70,"R",620,167,2e+07,60466876,16290476,274454,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Χαμένες αγάπες",2000,154,8,83,"R",506,103,2e+06,20908467,5408467,61047,-8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Θέλω και τη μαμά σου",2001,106,7.7,89,"NA",443,151,2e+06,33616692,13839658,408091,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steve Jobs",2015,122,7.2,82,"R",493,455,3e+07,34441873,17766658,521522,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Οι τρεις πινακίδες έξω από το Έμπινγκ, στο Μιζούρι",2017,115,8.1,88,"NA",1400,591,1.5e+07,162729321,54513740,322168,-4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Επτά ψυχοπαθείς",2012,110,7.1,66,"R",432,410,1.5e+07,29347202,15024049,4174915,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Το τρίγωνο της θλίψης",2022,147,7.2,63,"R",674,289,1e+07,26195743,4608096,214602,-8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tár",2022,158,7.4,93,"R",569,313,2.5e+07,29177163,6773650,158620,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Εκτός νόμου και χρόνου",2011,96,7.3,78,"R",198,187,6e+06,19561904,5360274,76834,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Καυτοί και άσφαιροι",2007,121,7.8,81,"NA",980,314,8e+06,80581021,23637265,5837000,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Το ξύσιμο των νεκρών",2004,99,7.8,76,"NA",1200,288,4e+06,31782612,14461359,3300000,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μεγαλώνοντας",2014,165,7.9,100,"R",1100,601,4e+06,48137666,25352281,387618,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Τα παιδιά των ανθρώπων",2006,109,7.9,84,"NA",1500,311,7.6e+07,70601660,35552383,501003,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η μορφή του νερού",2017,123,7.3,87,"NA",1700,1000,19400000,195243464,63859435,166564,-3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αν η οδός Μπιλ μπορούσε να μιλήσει",2018,119,7.1,87,"R",332,298,1.2e+07,20596567,14915773,224476,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η παρείσφρηση",2018,135,7.5,83,"R",993,461,1.5e+07,93413709,49275340,10845330,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ακρότητες",2017,113,7.1,86,"R",427,286,3500000,3870404,3448256,97562,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Marty Supreme",2025,149,8.2,89,"R",602,192,6.5e+07,116834645,88718469,875000,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Πίτσα γλυκόριζα",2021,133,7.1,90,"R",926,315,4e+07,33276075,17318007,345157,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο χειρότερος άνθρωπος στον κόσμο",2021,128,7.7,91,"R",350,265,5e+06,13043803,3034775,138424,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Φρανκενστάιν της Μαίρη Σέλλεϋ",1994,123,6.3,49,"R",339,100,4.5e+07,112006296,22006296,11212889,-2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wake up dead man: Στα μαχαίρια",2025,144,7.4,80,"PG-13",790,197,4e+07,1600000,1600000,6e+05,-15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ταιριάζουμε;",2025,116,6.3,70,"NA",730,209,2e+07,107918013,36521973,11338642,-6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Πλαγίως",2004,127,7.5,94,"NA",978,157,1.6e+07,109706931,71503593,207042,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η θεωρία των πάντων",2014,123,7.7,71,"NA",632,439,1.5e+07,123726688,35893537,208763,8,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Περασµένη ευτυχία",2006,76,6.8,84,"Unrated",71,83,30000,301633,255923,3310,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο ήλιος του μεσονυχτίου",2018,91,6.6,38,"PG-13",213,93,2800000,27365467,9561064,4003993,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Τελειώνει με εμάς",2024,130,6.3,53,"PG-13",755,143,2.5e+07,351441044,148518266,50016652,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μαθήματα αποπλάνησης",2023,103,6.3,59,"R",710,193,4.5e+07,87256407,50452282,15002770,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Υ.Γ. Σ' αγαπώ",2007,126,7,39,"PG-13",316,121,3e+07,156846321,53706790,6481221,-3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Το μυστικό της Ανταλάιν",2015,112,7.2,51,"PG-13",528,245,2.5e+07,65663276,42629776,13203458,27,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Έρωτας δίχως παρόν",2006,99,6.8,52,"PG",652,145,4e+07,114830111,52330111,13616196,10,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Αγαπημένε μου Τζον",2010,108,6.3,43,"PG-13",263,159,2.5e+07,114991723,80014842,30468614,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Μεσάνυχτα στο Παρίσι",2011,94,7.6,81,"PG-13",796,322,1.7e+07,151487383,56817045,599003,12,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Κεραυνοβόλος έρωτας",2002,101,7.3,35,"PG",1000,62,11800000,47494916,41281092,12177488,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Όλα θα πάνε καλά",2015,118,5.5,32,"Not Rated",34,121,1.2e+07,554953,9233,1428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ο δρόμος της επιστροφής",2008,115,6.8,53,"R",46,54,1.5e+07,287567,266967,183088,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Disobedience",2017,114,6.6,74,"R",184,158,6e+06,8003180,3498782,237393,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aloha",2015,105,5.4,40,"PG-13",325,148,3.7e+07,26250020,21067116,9670235,-11,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Η πρώτη αγάπη",2014,118,6.7,29,"PG-13",206,91,2.6e+07,38609668,26766213,10003827,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Δικός σου για πάντα",2012,101,6.4,39,"PG-13",180,171,2.5e+07,99357138,60457138,22518358,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Safe Haven",2013,115,6.7,34,"PG-13",246,188,2.8e+07,97594140,71349120,21401594,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fuglene over sundet",2016,94,6.3,NA,"NA",10,5,7045000,926,NA,NA,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Χάρτινες πόλεις",2015,109,6.2,56,"PG-13",230,208,1.2e+07,85512300,32000304,12650140,-1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Μικρές κυρίες",1994,115,7.3,87,"NA",216,59,1.8e+07,50085123,50083616,2411247,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
